pid|size|color|brand|rrp|mainCategory|category|subCategory|releaseDate|stock
14380|6|schwarz|Jako|21.52|1|7|8|2017-10-01|3
14380|7|schwarz|Jako|21.52|1|7|8|2017-10-01|1
14380|8|schwarz|Jako|21.52|1|7|8|2017-10-01|1
22308|S ( 34-38 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|6
22308|M ( 38-42 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|7
22308|L ( 42-46 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|23
22308|XL (46-50 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|1
21974|S ( 34-38 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|4
21974|M ( 38-42 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|1
21974|L ( 42-46 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|9
21974|XL (46-50 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|1
18429|7 ( L )|schwarz|Erima|22.79|1|7|8|2017-10-01|1
22188|45 1/3|schwarz|adidas|203.13|1|2|3|2017-10-01|1
10559|2 ( 37-39 )|rot|adidas|8.82|1|7|12|2017-10-01|20
10559|4 ( 43-45 )|rot|adidas|8.82|1|7|12|2017-10-01|15
20981|2 ( 37-39 )|schwarz|adidas|8.82|1|7|12|2017-10-01|10
20981|4 ( 43-45 )|schwarz|adidas|8.82|1|7|12|2017-10-01|6
11269|2 ( 37-39 )|weiss|adidas|8.82|1|7|12|2017-10-01|8
11269|4 ( 43-45 )|weiss|adidas|8.82|1|7|12|2017-10-01|10
14393|2 ( 37-39 )|weiss|adidas|8.82|1|7|12|2017-10-01|1
14393|4 ( 43-45 )|weiss|adidas|8.82|1|7|12|2017-10-01|1
17046|2 ( 37-39 )|blau|adidas|8.82|1|7|12|2017-10-01|12
17046|4 ( 43-45 )|blau|adidas|8.82|1|7|12|2017-10-01|1
22806|XS|schwarz|Erima|31.68|15|16||2017-10-01|1
10065|2 ( 37-39 )|blau|adidas|8.82|1|7|12|2017-10-01|11
10065|4 ( 43-45 )|blau|adidas|8.82|1|7|12|2017-10-01|1
14502|2|schwarz|Jako|15.17|1|7|8|2017-10-01|2
14502|3|schwarz|Jako|15.17|1|7|8|2017-10-01|1
14502|4|schwarz|Jako|15.17|1|7|8|2017-10-01|1
14855|1 ( 140 )|schwarz|Erima|25.33|1|7|16|2017-10-01|5
14855|2 ( 152 )|schwarz|Erima|25.33|1|7|16|2017-10-01|4
14855|3 ( 164 )|schwarz|Erima|25.33|1|7|16|2017-10-01|3
11788|L|schwarz|Uhlsport|50.73|1|7|17|2017-10-01|1
19350|7|blau|Jako|18.98|1|7|8|2017-10-01|1
22712|2 ( 37-39 )|gruen|adidas|8.82|1|7|12|2017-10-01|10
22712|4 ( 43-45 )|gruen|adidas|8.82|1|7|12|2017-10-01|16
14483|42,5|schwarz|Nike|139.63|9|18|19|2017-10-01|1
13485|1 ( 34-36 )|weiss|adidas|15.17|1|7|13|2017-10-01|2
13485|2 ( 37-39 )|weiss|adidas|15.17|1|7|13|2017-10-01|7
13485|3 ( 40-42 )|weiss|adidas|15.17|1|7|13|2017-10-01|15
13485|4 ( 43-45 )|weiss|adidas|15.17|1|7|13|2017-10-01|40
13485|5 ( 46-48 )|weiss|adidas|15.17|1|7|13|2017-10-01|5
15122|1 ( 34-36 )|schwarz|adidas|15.17|1|7|13|2017-10-01|3
15122|2 ( 37-39 )|schwarz|adidas|15.17|1|7|13|2017-10-01|5
15122|3 ( 40-42 )|schwarz|adidas|15.17|1|7|13|2017-10-01|51
15122|4 ( 43-45 )|schwarz|adidas|15.17|1|7|13|2017-10-01|155
15122|5 ( 46-48 )|schwarz|adidas|15.17|1|7|13|2017-10-01|35
20162|2 ( 37-39 )|blau|adidas|15.17|1|7|13|2017-10-01|5
20162|3 ( 40-42 )|blau|adidas|15.17|1|7|13|2017-10-01|31
20162|4 ( 43-45 )|blau|adidas|15.17|1|7|13|2017-10-01|68
20162|5 ( 46-48 )|blau|adidas|15.17|1|7|13|2017-10-01|8
14836|1 ( 34-36 )|rot|adidas|15.17|1|7|13|2017-10-01|1
14836|2 ( 37-39 )|rot|adidas|15.17|1|7|13|2017-10-01|14
14836|3 ( 40-42 )|rot|adidas|15.17|1|7|13|2017-10-01|14
14836|4 ( 43-45 )|rot|adidas|15.17|1|7|13|2017-10-01|59
14836|5 ( 46-48 )|rot|adidas|15.17|1|7|13|2017-10-01|3
21618|3 ( 40-42 )|gruen|adidas|15.17|1|7|13|2017-10-01|1
21618|4 ( 43-45 )|gruen|adidas|15.17|1|7|13|2017-10-01|5
11106|3 ( 40-42 )|gelb|adidas|15.17|1|7|13|2017-10-01|4
11106|4 ( 43-45 )|gelb|adidas|15.17|1|7|13|2017-10-01|29
11106|5 ( 46-48 )|gelb|adidas|15.17|1|7|13|2017-10-01|5
22144|S ( 34-38 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|2
22144|M ( 38-42 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|45
22144|L ( 42-46 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|128
22144|XL (46-50 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|6
20709|S ( 34-38 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|2
20709|M ( 38-42 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|37
20709|L ( 42-46 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|204
20709|XL (46-50 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|12
16216|S ( 34-38 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|1
16216|M ( 38-42 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|14
16216|L ( 42-46 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|41
16216|XL (46-50 )|weiss|Sport2000|10.09|9|10|11|2017-10-01|8
18865|5 ( 43-46 )|weiss|Jako|10.09|1|7|13|2017-10-01|2
18886|XL|schwarz|PUMA|18.98|1|7|8|2017-10-01|2
16872|2 ( 37-39 )|blau|adidas|15.17|1|7|13|2017-10-01|3
16872|3 ( 40-42 )|blau|adidas|15.17|1|7|13|2017-10-01|3
16872|4 ( 43-45 )|blau|adidas|15.17|1|7|13|2017-10-01|11
16872|5 ( 46-48 )|blau|adidas|15.17|1|7|13|2017-10-01|1
19149|44|schwarz|Erima|31.68|1|7|16|2017-10-01|1
16971|1 ( 33-36 )|schwarz|Erima|7.55|1|7|13|2017-10-01|1
16971|2 ( 37-40 )|schwarz|Erima|7.55|1|7|13|2017-10-01|3
16971|3 ( 41-43 )|schwarz|Erima|7.55|1|7|13|2017-10-01|15
11998|XS ( 116-128 )|schwarz|Nike|20.25|1|7|8|2017-10-01|1
14793|S|schwarz|Nike|44.38|1|7|23|2017-10-01|6
14793|M|schwarz|Nike|44.38|1|7|23|2017-10-01|16
14793|L|schwarz|Nike|44.38|1|7|23|2017-10-01|10
14793|XL|schwarz|Nike|44.38|1|7|23|2017-10-01|1
14793|2XL|schwarz|Nike|44.38|1|7|23|2017-10-01|3
14083|S|weiss|Nike|44.38|1|7|23|2017-10-01|1
14083|M|weiss|Nike|44.38|1|7|23|2017-10-01|8
14083|L|weiss|Nike|44.38|1|7|23|2017-10-01|17
14083|XL|weiss|Nike|44.38|1|7|23|2017-10-01|1
14083|2XL|weiss|Nike|44.38|1|7|23|2017-10-01|2
10463|S|blau|Nike|44.38|1|7|23|2017-10-01|4
10463|M|blau|Nike|44.38|1|7|23|2017-10-01|4
10463|L|blau|Nike|44.38|1|7|23|2017-10-01|3
10463|XL|blau|Nike|44.38|1|7|23|2017-10-01|2
10463|2XL|blau|Nike|44.38|1|7|23|2017-10-01|2
22458|M|blau|Nike|44.38|1|7|23|2017-10-01|2
22458|L|blau|Nike|44.38|1|7|23|2017-10-01|4
22458|XL|blau|Nike|44.38|1|7|23|2017-10-01|3
22458|2XL|blau|Nike|44.38|1|7|23|2017-10-01|2
10748|2 ( 37-39 )|weiss|adidas|15.17|1|7|11|2017-10-01|1
10748|3 ( 40-42 )|weiss|adidas|15.17|1|7|11|2017-10-01|10
10748|4 ( 43-45 )|weiss|adidas|15.17|1|7|11|2017-10-01|54
10748|5 ( 46-48 )|weiss|adidas|15.17|1|7|11|2017-10-01|4
13628|L/XL ( 39-47 )|blau|Nike|8.82|1|7|12|2017-10-01|3
18005|M|schwarz|Uhlsport|50.73|1|7|17|2017-10-01|2
18005|L|schwarz|Uhlsport|50.73|1|7|17|2017-10-01|2
19658|152|schwarz|Uhlsport|44.38|1|7|17|2017-10-01|1
19658|164|schwarz|Uhlsport|44.38|1|7|17|2017-10-01|2
16615|M|schwarz|Uhlsport|57.08|15|16||2017-10-01|6
16615|L|schwarz|Uhlsport|57.08|15|16||2017-10-01|2
16615|XL|schwarz|Uhlsport|57.08|15|16||2017-10-01|3
15289|5|schwarz|Jako|18.98|1|7|8|2017-10-01|2
15289|6|schwarz|Jako|18.98|1|7|8|2017-10-01|7
15289|7|schwarz|Jako|18.98|1|7|8|2017-10-01|2
15289|8|schwarz|Jako|18.98|1|7|8|2017-10-01|1
16882|7|weiss|Jako|18.98|1|7|8|2017-10-01|1
16882|8|weiss|Jako|18.98|1|7|8|2017-10-01|1
18392|4|weiss|Jako|15.17|1|7|8|2017-10-01|1
16257|7|schwarz|Jako|18.98|1|7|8|2017-10-01|1
10583|L ( 152-158 )|blau|Nike|38.03|1|7|23|2017-10-01|1
22532|S|grau|Nike|44.38|1|7|23|2017-10-01|4
22532|M|grau|Nike|44.38|1|7|23|2017-10-01|8
22532|L|grau|Nike|44.38|1|7|23|2017-10-01|5
22532|XL|grau|Nike|44.38|1|7|23|2017-10-01|1
22532|2XL|grau|Nike|44.38|1|7|23|2017-10-01|3
12992|M|grau|PUMA|20.25|15|16||2017-10-01|1
10785|S|schwarz|PUMA|20.25|15|16||2017-10-01|2
10785|M|schwarz|PUMA|20.25|15|16||2017-10-01|2
10785|L|schwarz|PUMA|20.25|15|16||2017-10-01|2
10785|XL|schwarz|PUMA|20.25|15|16||2017-10-01|3
15780|39/42|schwarz|PUMA|10.09|9|10|11|2017-10-01|9
15780|43/46|schwarz|PUMA|10.09|9|10|11|2017-10-01|15
13514|35/38|weiss|PUMA|10.09|9|10|11|2017-10-01|1
13514|39/42|weiss|PUMA|10.09|9|10|11|2017-10-01|1
13514|43/46|weiss|PUMA|10.09|9|10|11|2017-10-01|1
13922|39/42|grau|PUMA|10.09|9|10|11|2017-10-01|1
13922|43/46|grau|PUMA|10.09|9|10|11|2017-10-01|2
12296|43/46|weiss|PUMA|10.09|9|10|11|2017-10-01|1
15249|2 ( 37-39 )|weiss|adidas|8.82|1|7|12|2017-10-01|2
15249|4 ( 43-45 )|weiss|adidas|8.82|1|7|12|2017-10-01|11
13274|XL ( 158-170 )|schwarz|Nike|38.03|1|7|23|2017-10-01|1
21093|2XL|schwarz|Nike|69.78|1|7|17|2017-10-01|1
14351|XS ( 116-128 )|schwarz|Nike|57.08|1|7|17|2017-10-01|1
10169|2 ( 37-39 )|weiss|adidas|15.17|1|7|11|2017-10-01|2
10169|3 ( 40-42 )|weiss|adidas|15.17|1|7|11|2017-10-01|14
10169|4 ( 43-45 )|weiss|adidas|15.17|1|7|11|2017-10-01|9
10169|5 ( 46-48 )|weiss|adidas|15.17|1|7|11|2017-10-01|4
16454|128|rot|PUMA|18.98|1|7|21|2017-10-01|1
20244|152|schwarz|PUMA|15.87|1|7|8|2017-10-01|1
20244|164|schwarz|PUMA|15.87|1|7|8|2017-10-01|1
16747|134|schwarz|Jako|29.14|1|7|16|2017-10-01|3
16747|140|schwarz|Jako|29.14|1|7|16|2017-10-01|2
16747|146|schwarz|Jako|29.14|1|7|16|2017-10-01|1
16747|152|schwarz|Jako|29.14|1|7|16|2017-10-01|1
16747|158|schwarz|Jako|29.14|1|7|16|2017-10-01|9
16747|164|schwarz|Jako|29.14|1|7|16|2017-10-01|1
11706|S|schwarz|Jako|35.49|1|7|16|2017-10-01|13
11706|M|schwarz|Jako|35.49|1|7|16|2017-10-01|15
11706|L|schwarz|Jako|35.49|1|7|16|2017-10-01|8
11706|XL|schwarz|Jako|35.49|1|7|16|2017-10-01|9
11706|2XL|schwarz|Jako|35.49|1|7|16|2017-10-01|2
11706|3XL|schwarz|Jako|35.49|1|7|16|2017-10-01|2
17229|10 (36-40)|schwarz|Hummel|12.63|1|7|11|2017-10-01|1
17229|12 (41-45)|schwarz|Hummel|12.63|1|7|11|2017-10-01|1
17229|14 (46-48)|schwarz|Hummel|12.63|1|7|11|2017-10-01|1
20969|10 (36-40)|weiss|Hummel|12.63|1|7|11|2017-10-01|1
20969|12 (41-45)|weiss|Hummel|12.63|1|7|11|2017-10-01|3
10707|M|rot|Nike|44.38|1|7|23|2017-10-01|1
10707|L|rot|Nike|44.38|1|7|23|2017-10-01|1
10707|XL|rot|Nike|44.38|1|7|23|2017-10-01|1
16436|S ( 34-38 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|1
16436|M ( 38-42 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|6
16436|L ( 42-46 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|9
16436|XL (46-50 )|schwarz|Sport2000|10.09|9|10|11|2017-10-01|1
20394|41 - 44|blau|Uhlsport|11.36|1|7|13|2017-10-01|1
18255|4 ( 39-42 )|weiss|Jako|10.09|1|7|13|2017-10-01|4
18255|5 ( 43-46 )|weiss|Jako|10.09|1|7|13|2017-10-01|1
20036|4 ( 39-42 )|rot|Jako|10.09|1|7|13|2017-10-01|8
20036|5 ( 43-46 )|rot|Jako|10.09|1|7|13|2017-10-01|5
20973|3 (35-38 )|schwarz|Jako|10.09|1|7|13|2017-10-01|4
20973|4 ( 39-42 )|schwarz|Jako|10.09|1|7|13|2017-10-01|5
20973|5 ( 43-46 )|schwarz|Jako|10.09|1|7|13|2017-10-01|8
11422|3 (35-38 )|weiss|Jako|10.09|1|7|13|2017-10-01|2
11422|5 ( 43-46 )|weiss|Jako|10.09|1|7|13|2017-10-01|8
22204|4 ( 39-42 )|rot|Jako|10.09|1|7|13|2017-10-01|4
17087|2 ( 31-34 )|blau|Jako|10.09|1|7|13|2017-10-01|1
17087|4 ( 39-42 )|blau|Jako|10.09|1|7|13|2017-10-01|3
17087|5 ( 43-46 )|blau|Jako|10.09|1|7|13|2017-10-01|3
17087|6 ( 47-50 )|blau|Jako|10.09|1|7|13|2017-10-01|1
17207|5 ( 43-46 )|gruen|Jako|10.09|1|7|13|2017-10-01|1
15282|3 (35-38 )|schwarz|Jako|10.09|1|7|13|2017-10-01|1
15282|5 ( 43-46 )|schwarz|Jako|10.09|1|7|13|2017-10-01|10
15282|6 ( 47-50 )|schwarz|Jako|10.09|1|7|13|2017-10-01|4
15988|5 ( 43-46 )|blau|Jako|10.09|1|7|13|2017-10-01|1
22037|5 ( 43-46 )|lila|Jako|10.09|1|7|13|2017-10-01|9
16184|0 ( Bambini )|weiss|Jako|6.28|1|7|13|2017-10-01|6
16184|1 ( Junior)|weiss|Jako|6.28|1|7|13|2017-10-01|1
16184|2 ( Senior )|weiss|Jako|6.28|1|7|13|2017-10-01|1
16766|1 ( Junior)|rot|Jako|6.28|1|7|13|2017-10-01|2
16766|2 ( Senior )|rot|Jako|6.28|1|7|13|2017-10-01|1
12498|0 ( Bambini )|schwarz|Jako|6.28|1|7|13|2017-10-01|1
12498|1 ( Junior)|schwarz|Jako|6.28|1|7|13|2017-10-01|3
12498|2 ( Senior )|schwarz|Jako|6.28|1|7|13|2017-10-01|7
14615|140|blau|Jako|29.14|1|7|16|2017-10-01|1
20164|4 ( 39-42 )|schwarz|Jako|12.63|1|7|13|2017-10-01|1
19771|128|schwarz|Jako|35.49|1|7|16|2017-10-01|8
20400|M|blau|adidas|31.68|1|7|21|2017-10-01|1
18657|S|schwarz|adidas|50.73|1|7|17|2017-10-01|5
18657|M|schwarz|adidas|50.73|1|7|17|2017-10-01|23
18657|L|schwarz|adidas|50.73|1|7|17|2017-10-01|10
18657|XL|schwarz|adidas|50.73|1|7|17|2017-10-01|5
18657|2XL|schwarz|adidas|50.73|1|7|17|2017-10-01|3
15482|116|schwarz|adidas|50.73|1|7|17|2017-10-01|2
15482|128|schwarz|adidas|50.73|1|7|17|2017-10-01|3
15482|140|schwarz|adidas|50.73|1|7|17|2017-10-01|1
15482|152|schwarz|adidas|50.73|1|7|17|2017-10-01|1
14514|S|schwarz|adidas|38.03|1|7|17|2017-10-01|4
14514|M|schwarz|adidas|38.03|1|7|17|2017-10-01|3
14514|L|schwarz|adidas|38.03|1|7|17|2017-10-01|15
14514|XL|schwarz|adidas|38.03|1|7|17|2017-10-01|3
14514|2XL|schwarz|adidas|38.03|1|7|17|2017-10-01|1
21875|128|schwarz|adidas|31.68|1|7|17|2017-10-01|1
21875|140|schwarz|adidas|31.68|1|7|17|2017-10-01|1
21875|152|schwarz|adidas|31.68|1|7|17|2017-10-01|3
21875|164|schwarz|adidas|31.68|1|7|17|2017-10-01|1
11607|S|schwarz|adidas|44.38|1|7|17|2017-10-01|1
11607|M|schwarz|adidas|44.38|1|7|17|2017-10-01|4
11607|L|schwarz|adidas|44.38|1|7|17|2017-10-01|5
11607|XL|schwarz|adidas|44.38|1|7|17|2017-10-01|1
18480|S|blau|Nike|63.43|1|7|22|2017-10-01|1
18480|L|blau|Nike|63.43|1|7|22|2017-10-01|1
18480|2XL|blau|Nike|63.43|1|7|22|2017-10-01|2
16224|6|schwarz|Jako|29.14|1|7|8|2017-10-01|1
19159|S|schwarz|Uhlsport|76.13|1|7|17|2017-10-01|2
19159|M|schwarz|Uhlsport|76.13|1|7|17|2017-10-01|2
19159|L|schwarz|Uhlsport|76.13|1|7|17|2017-10-01|1
19983|L|schwarz|Uhlsport|63.43|15|24||2017-10-01|1
12334|M|schwarz|Erima|13.9|1|7|25|2017-10-01|1
14944|S|schwarz|Hummel|31.68|15|16||2017-10-01|1
20448|M|blau|Erima|13.9|1|7|25|2017-10-01|1
21626|3 ( 40-42 )|rot|adidas|15.17|1|7|13|2017-10-01|2
21626|4 ( 43-45 )|rot|adidas|15.17|1|7|13|2017-10-01|4
21626|5 ( 46-48 )|rot|adidas|15.17|1|7|13|2017-10-01|3
12674|42|schwarz|Nike|139.63|1|2|3|2017-10-01|1
12674|42,5|schwarz|Nike|139.63|1|2|3|2017-10-01|1
10490|XL ( 158-170 )|rot|Nike|38.03|1|7|23|2017-10-01|1
20240|7 ( L )|schwarz|Erima|35.49|1|7|8|2017-10-01|2
21583|152|weiss|Jako|22.79|1|7|21|2017-10-01|1
21001||silber|Uhlsport|8.82|1|2|27|2017-10-01|1
22812|2 ( 37-39 )|gelb|adidas|8.82|1|7|12|2017-10-01|8
22812|4 ( 43-45 )|gelb|adidas|8.82|1|7|12|2017-10-01|19
13269|41 - 44|schwarz|Uhlsport|11.36|1|7|13|2017-10-01|1
13269|45 - 47|schwarz|Uhlsport|11.36|1|7|13|2017-10-01|1
10670|2XL|schwarz|adidas|50.73|1|7|28|2017-10-01|2
13079|XL|schwarz|adidas|44.38|1|7|17|2017-10-01|2
20599|40|blau|Erima|31.68|1|7|23|2017-10-01|1
12264|S|schwarz|PUMA|22.79|1|7|8|2017-10-01|4
12264|M|schwarz|PUMA|22.79|1|7|8|2017-10-01|10
12264|L|schwarz|PUMA|22.79|1|7|8|2017-10-01|9
12264|XL|schwarz|PUMA|22.79|1|7|8|2017-10-01|8
12264|2XL|schwarz|PUMA|22.79|1|7|8|2017-10-01|1
22707|M|weiss|PUMA|22.79|1|7|8|2017-10-01|10
22707|L|weiss|PUMA|22.79|1|7|8|2017-10-01|9
11480|140|schwarz|PUMA|16.44|1|7|8|2017-10-01|1
11480|152|schwarz|PUMA|16.44|1|7|8|2017-10-01|1
11480|164|schwarz|PUMA|16.44|1|7|8|2017-10-01|9
11480|176|schwarz|PUMA|16.44|1|7|8|2017-10-01|17
15648|164|weiss|PUMA|16.44|1|7|8|2017-10-01|1
11702|4 ( 43-46 )|lila|PUMA|10.09|1|7|13|2017-10-01|3
20590|M|blau|PUMA|63.43|1|7|22|2017-10-01|10
20590|L|blau|PUMA|63.43|1|7|22|2017-10-01|20
20590|XL|blau|PUMA|63.43|1|7|22|2017-10-01|9
20590|2XL|blau|PUMA|63.43|1|7|22|2017-10-01|2
18128|XL|gruen|PUMA|63.43|1|7|22|2017-10-01|3
10415|M|schwarz|PUMA|50.73|1|7|16|2017-10-01|2
10415|L|schwarz|PUMA|50.73|1|7|16|2017-10-01|15
10415|XL|schwarz|PUMA|50.73|1|7|16|2017-10-01|10
10415|2XL|schwarz|PUMA|50.73|1|7|16|2017-10-01|5
21372|S|schwarz|PUMA|31.68|1|7|16|2017-10-01|2
21372|M|schwarz|PUMA|31.68|1|7|16|2017-10-01|10
21372|L|schwarz|PUMA|31.68|1|7|16|2017-10-01|24
21372|XL|schwarz|PUMA|31.68|1|7|16|2017-10-01|20
21372|2XL|schwarz|PUMA|31.68|1|7|16|2017-10-01|2
21372|3XL|schwarz|PUMA|31.68|1|7|16|2017-10-01|3
17463|128|schwarz|PUMA|25.33|1|7|16|2017-10-01|1
17463|140|schwarz|PUMA|25.33|1|7|16|2017-10-01|1
17463|152|schwarz|PUMA|25.33|1|7|16|2017-10-01|7
