pid|size|date|TRUE|Pre
11252|128|2018/1/4|0|0.054621894000000004
22244|XL|2018/1/4|1|-0.02092775
12472|152|2018/1/4|0|0.090942671
12472|164|2018/1/4|0|0.19970989600000003
16976|S|2018/1/4|1|-0.017608758999999998
16976|M|2018/1/4|1|0.178736533
16976|L|2018/1/4|4|0.097734995
16976|XL|2018/1/4|1|-0.071976788
19882|140|2018/1/4|0|0.194644925
19882|152|2018/1/4|0|0.22007770699999998
11581|128|2018/1/4|0|-0.018116851
11581|152|2018/1/4|1|0.143753354
11581|164|2018/1/4|0|0.05247664
19503|41 - 44|2018/1/4|0|0.050009274000000006
22434|L|2018/1/4|0|0.008589495
22434|XL|2018/1/4|0|0.354516654
13864|XL ( 158-170 )|2018/1/4|0|-0.018637116000000002
11009|XL|2018/1/4|0|0.387580184
21999|M|2018/1/4|0|-0.052796508
15608|2XL|2018/1/4|0|0.085159303
13404|2XL|2018/1/4|0|0.049659005
12028|M|2018/1/4|1|0.170087253
12028|XL|2018/1/4|0|0.11950314699999999
15366|S|2018/1/4|0|0.14513108800000002
15366|M|2018/1/4|1|0.26457929999999996
15366|L|2018/1/4|1|0.204017339
19905|M|2018/1/4|0|0.171374726
19905|L|2018/1/4|0|0.165872828
19905|XL|2018/1/4|0|0.309413653
20993|L ( 152-158 )|2018/1/4|0|0.297209053
20121|L ( 152-158 )|2018/1/4|0|0.040548746000000004
20121|XL ( 158-170 )|2018/1/4|0|-0.052101477
15390|S|2018/1/4|0|0.08447031199999999
15390|M|2018/1/4|0|0.19959585600000002
18378|XL|2018/1/4|0|0.082145694
21743|XL|2018/1/4|0|-0.028487869
17013|XL ( 158-170 )|2018/1/4|0|-0.060832572
15368|M ( 140-152 )|2018/1/4|1|0.024226111
15368|XL ( 158-170 )|2018/1/4|0|-0.009539599000000001
19668|L ( 152-158 )|2018/1/4|0|0.525553299
19668|XL ( 158-170 )|2018/1/4|4|0.424008548
21270|S|2018/1/4|2|0.12501673800000002
21270|M|2018/1/4|1|0.26012783899999997
19199|L|2018/1/4|4|0.50185024
19199|XL|2018/1/4|2|0.12929195699999999
13868|M|2018/1/4|0|0.087509651
12056|L|2018/1/4|0|-0.241637906
10195|M|2018/1/4|0|-0.040807286
20840|L ( 152-158 )|2018/1/4|0|0.33325352199999997
20840|XL ( 158-170 )|2018/1/4|0|0.139413387
13977|M ( 140-152 )|2018/1/4|0|0.155720635
19988|M|2018/1/4|0|0.482739286
15148|L|2018/1/4|0|0.377318895
12531|L ( 40/42 )|2018/1/4|0|0.011497593
14895|M|2018/1/4|0|-0.113365515
19168|M|2018/1/4|0|-0.064282751
19168|XL|2018/1/4|0|0.196180315
20970|S|2018/1/4|1|-0.011050464
20970|XL|2018/1/4|0|0.054580612
15520|164|2018/1/4|0|-0.063450242
16247|L|2018/1/4|0|0.444040465
11433|XL|2018/1/4|1|0.10203464599999999
13825|140|2018/1/4|0|-0.06778161099999999
13825|152|2018/1/4|0|-0.039798898
21313|M|2018/1/4|0|0.201542606
21730|M ( 38/40 )|2018/1/4|0|-0.110869014
19887|42|2018/1/4|0|0.01456582
19589|43/46|2018/1/4|0|-0.148277976
12045|41|2018/1/4|0|0.018237928
12045|42|2018/1/4|0|-0.038285326
12045|42,5|2018/1/4|0|0.008209808
12045|44|2018/1/4|0|0.026818633999999997
14656|42,5|2018/1/4|0|-0.076576754
18232|S|2018/1/4|0|-0.063982481
18232|M|2018/1/4|0|0.252772752
18232|L|2018/1/4|0|0.058918465999999996
18232|XL|2018/1/4|0|-0.12043581199999999
20786|M|2018/1/4|1|-0.179931242
16427|44|2018/1/4|0|0.03614615
16427|44 2/3|2018/1/4|0|-0.043535485
12824|43 1/3|2018/1/4|0|0.028437675
17788|S|2018/1/4|0|-0.036353526000000004
17788|XL|2018/1/4|1|0.004922694
11420|2XL|2018/1/4|0|0.32313230600000004
15602|140|2018/1/4|0|-0.010584547
20505|M|2018/1/4|2|0.333466814
12756|M|2018/1/4|0|0.065670902
20803|L|2018/1/4|0|0.027836867
20803|XL|2018/1/4|0|0.251685489
22207|M|2018/1/4|1|-0.045987411
13642|M|2018/1/4|0|0.219313247
13642|2XL|2018/1/4|0|0.286839317
21398|41|2018/1/4|0|-0.026426115
12704|42|2018/1/4|0|0.076845262
12704|44|2018/1/4|0|0.053735081
12704|44,5|2018/1/4|0|0.062117824
16354|L|2018/1/4|0|0.024137053999999998
20605|L ( 152-158 )|2018/1/4|0|0.014890094
20605|XL ( 158-170 )|2018/1/4|0|-0.011132752
11205|M|2018/1/4|0|0.19485418300000001
11205|L|2018/1/4|1|-0.027547437999999997
15220|M|2018/1/4|1|0.288723187
15220|L|2018/1/4|0|-0.042292513
15220|XL|2018/1/4|0|-0.034174172
17182|XL|2018/1/4|0|0.21740442100000001
10619|S|2018/1/4|0|0.053379897999999995
15187|S|2018/1/4|0|0.410036313
20748|S|2018/1/4|3|0.298844383
11583|S|2018/1/4|0|0.069588693
11583|M|2018/1/4|2|0.050332745
14178|L|2018/1/4|7|1.77470313
14178|XL|2018/1/4|1|0.292201721
14178|2XL|2018/1/4|0|0.097339502
13733|S|2018/1/4|0|0.18968289800000002
13733|M|2018/1/4|4|0.920645886
14350|S ( 128-140 )|2018/1/4|0|0.007760677
14350|L ( 152-158 )|2018/1/4|0|0.11376378699999999
14350|XL ( 158-170 )|2018/1/4|0|0.125405394
13675|XL ( 158-170 )|2018/1/4|0|-0.030036661
10035|L ( 152-158 )|2018/1/4|0|0.07069172900000001
18867|S ( 128-140 )|2018/1/4|1|0.08289102599999999
18867|M ( 140-152 )|2018/1/4|0|0.35617162399999996
18867|L ( 152-158 )|2018/1/4|0|0.262929853
10456|S ( 128-140 )|2018/1/4|0|0.0895451
10456|M ( 140-152 )|2018/1/4|0|0.243923098
10456|L ( 152-158 )|2018/1/4|0|0.380299677
10456|XL ( 158-170 )|2018/1/4|0|0.302222091
17496|M ( 140-152 )|2018/1/4|0|-0.013294675
17496|L ( 152-158 )|2018/1/4|0|0.086447273
17496|XL ( 158-170 )|2018/1/4|0|0.018106203
18019|L ( 152-158 )|2018/1/4|1|0.021888644
18019|XL ( 158-170 )|2018/1/4|0|0.109556048
13036|XL|2018/1/4|0|-0.108397931
19505|S|2018/1/4|0|0.105960619
19505|M|2018/1/4|2|0.26990321899999997
19505|L|2018/1/4|1|0.317244373
15064|S|2018/1/4|1|0.338672937
15064|M|2018/1/4|2|0.140390133
19962|L|2018/1/4|0|0.13857777300000002
19962|XL|2018/1/4|0|0.079555585
15306|S|2018/1/4|0|0.10241939300000001
21062|L ( 152-158 )|2018/1/4|0|0.017901517
12896|XL|2018/1/4|0|0.137575404
12896|2XL|2018/1/4|0|0.191885103
12238|S|2018/1/4|0|-0.08802416
12238|M|2018/1/4|0|-0.13693680800000002
12238|L|2018/1/4|0|-0.19224690100000003
14050|M|2018/1/4|1|-0.12397637199999999
17989|M|2018/1/4|0|0.17011198800000002
12507|M|2018/1/4|0|-0.05767213400000001
12507|L|2018/1/4|0|0.06307386599999999
21980|L|2018/1/4|0|0.081493985
10866|140|2018/1/4|0|0.09856658
20111|S|2018/1/4|0|-0.059107755
20111|M|2018/1/4|1|0.037750327
14137|S|2018/1/4|0|0.315674825
21541|2XL|2018/1/4|0|0.141784293
16923|L|2018/1/4|0|-0.130314602
12004|L|2018/1/4|0|-0.151969838
10953|L|2018/1/4|0|-0.027120207
21710|152|2018/1/4|0|0.008774501
13500|152|2018/1/4|0|0.008338267
13500|164|2018/1/4|0|0.20457707600000002
22063|152|2018/1/4|0|0.023732661000000002
11100|164|2018/1/4|0|-0.00751525
22151|116|2018/1/4|0|-0.06929260200000001
14789|128|2018/1/4|0|0.29244521100000004
14789|164|2018/1/4|0|0.662311552
17901|M|2018/1/4|4|0.23636271399999997
22779|164|2018/1/4|0|0.09439569
21490|XL|2018/1/4|0|0.564184815
15890|M|2018/1/4|0|0.738438143
10733|M ( 140-152 )|2018/1/4|0|0.099605776
11466|XL ( 158-170 )|2018/1/4|0|0.18968755
14067|35 - 38|2018/1/4|0|-0.049937049000000004
14067|43 - 46|2018/1/4|1|0.7794947720000001
14067|47 - 50|2018/1/4|1|-0.08321481900000001
18308|43 - 46|2018/1/4|1|1.00858233
18308|47 - 50|2018/1/4|0|0.069336808
12984|35 - 38|2018/1/4|0|0.042052665
12984|39 - 42|2018/1/4|0|0.20519592600000003
12984|43 - 46|2018/1/4|0|0.120888895
13455|44|2018/1/4|0|0.534874869
13455|45|2018/1/4|0|0.32798400899999997
16818|S|2018/1/4|1|0.37000118200000004
16818|L|2018/1/4|6|6.632738217000001
16818|XL|2018/1/4|0|0.36564178799999997
16818|2XL|2018/1/4|0|0.434642349
16030|S|2018/1/4|0|0.17664186399999998
18923|XL|2018/1/4|0|-0.027891628999999998
15953|S ( 128-140 )|2018/1/4|0|0.092430532
15953|M ( 140-152 )|2018/1/4|0|0.138846263
11523|S ( 128-140 )|2018/1/4|0|0.135212183
11523|L ( 152-158 )|2018/1/4|0|0.037744587999999996
11584|XL ( 158-170 )|2018/1/4|1|0.09331706199999999
21446|176|2018/1/4|0|0.0637625
18477|158|2018/1/4|0|0.269682859
18477|164|2018/1/4|0|0.220949045
13891|4 ( 39-42 )|2018/1/4|0|-0.08992722
17027|M|2018/1/4|0|0.261106303
18296|140/152|2018/1/4|0|-0.00669878
18296|164/176|2018/1/4|0|0.23385018
15583|L|2018/1/4|0|0.27353652300000003
20578|S|2018/1/4|0|-0.09896635599999999
22366|L|2018/1/4|0|0.09313790400000001
17592|S|2018/1/4|0|0.039632704
17592|XL|2018/1/4|0|0.013672083
22233|M|2018/1/4|0|0.061049507
18062|M|2018/1/4|0|0.372543339
17153|M|2018/1/4|0|0.369290092
14013|M|2018/1/4|1|0.364420595
20912|XL|2018/1/4|0|0.148845165
19202|M|2018/1/4|0|0.12665668300000002
19935|M|2018/1/4|0|-0.012657007
12537|42|2018/1/4|1|-0.019248832
12537|42,5|2018/1/4|0|0.062367142
22591|M|2018/1/4|0|-0.121580261
10809|S|2018/1/4|0|0.14999185
10809|M|2018/1/4|0|-0.119561431
10809|L|2018/1/4|0|0.24333786899999998
11411|S|2018/1/4|0|0.253078205
11411|M|2018/1/4|0|0.08902096300000001
11411|L|2018/1/4|0|0.046848497
11411|XL|2018/1/4|0|0.074167501
12319|S|2018/1/4|0|0.28055282800000003
12319|M|2018/1/4|0|0.400106385
12319|L|2018/1/4|0|0.328700392
20392|M|2018/1/4|0|-0.13209932300000002
20053|S|2018/1/4|0|0.292693575
20053|M|2018/1/4|0|-0.077049607
20053|L|2018/1/4|0|0.001283918
20053|XL|2018/1/4|0|0.19506182600000002
12236|S|2018/1/4|0|-0.011194269
12236|M|2018/1/4|1|0.11006796099999999
12236|L|2018/1/4|0|0.097642723
12236|XL|2018/1/4|0|0.192860224
15946|M|2018/1/4|0|0.064344529
15946|L|2018/1/4|0|-0.13290475300000001
15946|XL|2018/1/4|0|-0.039639263
11739|M|2018/1/4|1|-0.006407996
11739|L|2018/1/4|0|0.558996498
20659|M|2018/1/4|1|0.369557584
20659|XL|2018/1/4|0|0.1763296
19027|S|2018/1/4|0|0.539876706
19027|L|2018/1/4|0|-0.018467922
19027|XL|2018/1/4|0|0.317055239
10925|S|2018/1/4|0|0.45172289200000004
10925|L|2018/1/4|0|0.18176927699999998
18076|S|2018/1/4|0|0.153655865
17240|S|2018/1/4|0|-0.105379995
17240|M|2018/1/4|0|0.284708071
17240|L|2018/1/4|0|0.154031856
17240|XL|2018/1/4|0|0.286858428
17240|2XL|2018/1/4|0|0.109963331
13931|S|2018/1/4|0|-0.088718344
22589|XL|2018/1/4|0|0.24961760600000002
17012|L|2018/1/4|0|0.38648375100000004
17012|XL|2018/1/4|0|0.47848417200000004
19581|XL ( 158-170 )|2018/1/4|0|0.31904329600000003
22307|M ( 140-152 )|2018/1/4|0|0.154398294
22307|L ( 152-158 )|2018/1/4|0|0.160513551
15211|S ( 128-140 )|2018/1/4|0|0.011836412
15211|XL ( 158-170 )|2018/1/4|0|-0.034054206000000004
10924|M ( 140-152 )|2018/1/4|0|0.000553941
15438|L ( 152-158 )|2018/1/4|0|0.001529825
15438|XL ( 158-170 )|2018/1/4|0|0.098754792
12552|L ( 152-158 )|2018/1/4|0|0.069378143
12552|XL ( 158-170 )|2018/1/4|0|-0.00142561
16980|S|2018/1/4|0|0.071285684
16060|140|2018/1/4|0|0.032574517000000004
17019|S|2018/1/4|0|0.13208984599999998
22102|M|2018/1/4|1|0.498028378
22102|L|2018/1/4|0|0.427215874
11450|S|2018/1/4|0|0.18905680600000002
11450|M|2018/1/4|0|-0.054932413
14821|M|2018/1/4|0|0.178680583
14389|S|2018/1/4|0|0.11800099900000001
14389|M|2018/1/4|0|0.095672244
14389|L|2018/1/4|0|0.162604254
19752|L|2018/1/4|0|0.32426271100000004
11193|M|2018/1/4|0|0.009612415
11193|L|2018/1/4|0|-0.005890539
15567|M|2018/1/4|0|0.018041342
11256|M|2018/1/4|0|0.358425544
17195|43 - 46|2018/1/4|0|0.283298073
13880|39 - 42|2018/1/4|0|0.20506892
12032|S|2018/1/4|1|0.21078696600000002
20529|S|2018/1/4|0|-0.033941025
20529|2XL|2018/1/4|0|0.160528961
12918|L|2018/1/4|3|0.988842923
12918|XL|2018/1/4|1|0.255803966
16473|S|2018/1/4|0|-0.097559265
16473|M|2018/1/4|0|0.361144319
16473|XL|2018/1/4|0|-0.194554808
13821|L|2018/1/4|0|0.09006856
13821|XL|2018/1/4|0|0.028094328999999998
15292|S|2018/1/4|0|0.021413832999999997
15292|M|2018/1/4|0|0.747124239
15292|L|2018/1/4|1|0.147369466
15292|XL|2018/1/4|0|-0.07101632
14028|S|2018/1/4|0|0.083784268
14028|M|2018/1/4|1|0.181512284
14028|L|2018/1/4|0|0.893156519
11733|2XL|2018/1/4|0|-0.10572037699999999
15050|2XL|2018/1/4|0|-0.137295906
14705|S|2018/1/4|0|-0.058747399000000006
14705|L|2018/1/4|0|0.147920133
10616|S|2018/1/4|0|0.22173970899999998
10616|M|2018/1/4|0|0.019510375
10616|L|2018/1/4|1|-0.088587094
10616|XL|2018/1/4|1|0.027946863
18195|XL|2018/1/4|0|0.286574863
13532|L|2018/1/4|0|0.286395789
14111|S ( 128-140 )|2018/1/4|0|0.29964903800000003
14111|M ( 140-152 )|2018/1/4|0|0.056518637000000004
14111|L ( 152-158 )|2018/1/4|0|0.082546991
14111|XL ( 158-170 )|2018/1/4|0|0.061886578
13136|XS ( 116-128 )|2018/1/4|0|0.258175206
13136|S ( 128-140 )|2018/1/4|0|0.340320798
13136|L ( 152-158 )|2018/1/4|0|-0.090453614
13136|XL ( 158-170 )|2018/1/4|0|0.156545762
16737|M ( 140-152 )|2018/1/4|0|0.21640569699999998
16737|XL ( 158-170 )|2018/1/4|0|0.260427767
12689|L ( 152-158 )|2018/1/4|0|0.314941988
12660|S|2018/1/4|0|0.032723839
15586|M|2018/1/4|0|0.11628007300000001
11505|XL|2018/1/4|0|0.547515111
22100|35 - 38|2018/1/4|0|0.314651225
22100|39 - 42|2018/1/4|0|0.8054618370000001
22100|43 - 46|2018/1/4|0|1.4390310819999999
10979|39 - 42|2018/1/4|0|0.065825811
15396|39 - 42|2018/1/4|0|0.058468387999999996
15396|43 - 46|2018/1/4|0|-0.001923634
12463|S|2018/1/4|0|-0.05903252
12463|M|2018/1/4|0|0.037961753
12463|L|2018/1/4|0|0.026953046
12463|XL|2018/1/4|0|0.143687756
22190|39 - 42|2018/1/4|0|0.056974287
16641|S ( 34/36 )|2018/1/4|0|-0.018271166000000002
22074|S|2018/1/4|0|0.236773815
22074|L|2018/1/4|0|0.244314986
20254|M|2018/1/4|0|0.09852880300000001
11034|2 ( 35-38 )|2018/1/4|0|-0.02819264
11371|4 ( 43-46 )|2018/1/4|0|-0.07804994700000001
12189|L|2018/1/4|0|-0.029227912999999998
12189|XL|2018/1/4|0|0.13687249199999998
17489|L|2018/1/4|0|0.17395216600000002
10615|176|2018/1/4|0|-0.091295937
15219|152|2018/1/4|0|0.078822066
15219|176|2018/1/4|0|0.09998703
16797|176|2018/1/4|0|-0.087818878
18888|176|2018/1/4|0|0.19385650100000001
13916|128|2018/1/4|0|-0.005601452
13916|164|2018/1/4|0|0.023599572000000003
13916|176|2018/1/4|0|0.082129647
11911|152|2018/1/4|0|-0.044363932
16817|164|2018/1/4|0|0.051960492000000004
16663|176|2018/1/4|0|0.08514556
17403|XL|2018/1/4|0|-0.12885875800000002
13058|S|2018/1/4|0|0.184489757
13058|M|2018/1/4|1|-0.136106737
13058|L|2018/1/4|0|0.09990105099999999
13058|XL|2018/1/4|0|0.11993340400000001
19266|M|2018/1/4|7|0.334892201
19266|L|2018/1/4|3|0.318742978
21799|L|2018/1/4|0|-0.03041857
11395|M|2018/1/4|0|0.310560665
11613|140|2018/1/4|0|-0.031997375
14651|S|2018/1/4|0|0.255108839
19698|152|2018/1/4|0|0.139740046
15138|M|2018/1/4|1|0.137098811
15138|XL|2018/1/4|0|0.021738339
22317|00 ( 27-30 )|2018/1/4|0|0.136795769
22317|2 ( 37-39 )|2018/1/4|0|0.10061124
22317|3 ( 40-42 )|2018/1/4|0|0.13957184
22317|4 ( 43-45 )|2018/1/4|0|0.598462753
22128|3 ( 40-42 )|2018/1/4|0|0.314596823
22128|5 ( 46-48 )|2018/1/4|0|0.304704123
20728|3 ( 40-42 )|2018/1/4|0|0.257528949
20728|4 ( 43-45 )|2018/1/4|0|-0.027252897
19992|L|2018/1/4|0|0.416388937
19507|L|2018/1/4|0|0.757734369
11198|L|2018/1/4|0|0.099940685
10391|140|2018/1/4|0|-0.113639175
14422|164|2018/1/4|0|0.18846320600000002
11472|4 ( 43-45 )|2018/1/4|0|0.08552376199999999
14718|L|2018/1/4|0|0.247251661
12988|00 ( 27-30 )|2018/1/4|0|0.177160075
12988|2 ( 37-39 )|2018/1/4|0|0.306663639
12988|3 ( 40-42 )|2018/1/4|0|1.4018399430000001
12988|5 ( 46-48 )|2018/1/4|3|-0.090062475
16385|00 ( 27-30 )|2018/1/4|0|0.016278358
16385|0 ( 31-33 )|2018/1/4|0|-0.023707254
16385|1 ( 34-36 )|2018/1/4|0|-0.009087675
19235|L|2018/1/4|0|0.002163146
19235|XL|2018/1/4|0|-0.09455732800000001
19235|2XL|2018/1/4|0|0.249118935
17173|S|2018/1/4|0|0.39212381700000004
17173|M|2018/1/4|2|2.0562007319999998
17173|L|2018/1/4|1|0.468004026
17173|2XL|2018/1/4|0|0.183062823
21227|S|2018/1/4|0|-0.061398155
21227|M|2018/1/4|1|0.27561204899999997
21227|L|2018/1/4|0|0.318216351
14501|M|2018/1/4|0|0.628915695
14501|L|2018/1/4|1|0.24589770600000002
16462|XL|2018/1/4|0|0.19590876399999999
11426|S|2018/1/4|0|0.138538239
11426|2XL|2018/1/4|0|0.31240860600000003
11582|176|2018/1/4|0|0.237240387
11604|S|2018/1/4|0|0.167025794
21477|L|2018/1/4|0|0.559142775
21477|2XL|2018/1/4|0|0.198277815
11935|S|2018/1/4|0|0.008603496
11935|L|2018/1/4|0|0.07426366599999999
11935|XL|2018/1/4|0|0.239503197
18471|L|2018/1/4|0|0.169719077
22624|2 ( 37-39 )|2018/1/4|0|-0.057536687999999996
15057|XL|2018/1/4|0|0.294580729
15029|140|2018/1/4|0|0.008093755
15029|152|2018/1/4|0|-0.062962703
15029|164|2018/1/4|0|-0.061185675
20422|152|2018/1/4|3|0.150676618
20422|164|2018/1/4|0|0.268110615
20422|176|2018/1/4|0|0.311682105
16449|140|2018/1/4|0|-0.157563525
16449|152|2018/1/4|1|-0.201278008
16449|176|2018/1/4|0|0.061792010999999994
13775|176|2018/1/4|0|1.45903943
13195|164|2018/1/4|0|0.996829662
21225|2 ( 37-39 )|2018/1/4|0|0.065679464
13508|S|2018/1/4|0|0.21015370000000003
13508|M|2018/1/4|0|-0.070990672
13508|L|2018/1/4|0|-0.08932161300000001
20342|XL|2018/1/4|0|0.471949746
10158|XL|2018/1/4|1|0.022020297999999997
14264|XL|2018/1/4|0|0.24612382
11669|XL|2018/1/4|1|-0.07146266
21666|M|2018/1/4|0|-0.02527469
16942|152|2018/1/4|0|0.12935439599999998
22420|S|2018/1/4|0|0.09004980300000001
22420|M|2018/1/4|1|0.264951108
22420|L|2018/1/4|0|0.192304295
22420|XL|2018/1/4|0|0.148104328
16806|M|2018/1/4|0|0.261639536
12401|L|2018/1/4|0|0.233747023
12717|152|2018/1/4|0|0.077423434
12717|164|2018/1/4|0|0.30834270399999997
11067|152|2018/1/4|0|-0.032117557000000005
22842|XS|2018/1/4|0|0.10184182900000001
22842|M|2018/1/4|3|0.523339553
10396|2XL|2018/1/4|0|0.254060165
19063|M|2018/1/4|1|0.010573048
21918|S|2018/1/4|0|0.08622472699999999
21547|L|2018/1/4|0|0.145652678
11091|42|2018/1/4|0|0.06084586
12730|44|2018/1/4|0|-0.014604783999999999
13199|40,5|2018/1/4|0|0.20775170000000004
20470|S|2018/1/4|0|-0.213158525
20470|M|2018/1/4|0|0.113096339
13284|M|2018/1/4|3|0.862942621
13284|L|2018/1/4|0|1.639901808
